Track ID,Entry time,Exit Time,Movement Tracks
5,20,115,355,609,351,606,349,610
1,5,145,864,808,847,829,851,846,863,840,874,831,1026,623
2,5,210,544,1115,530,1123,535,1118,540,1100,545,1099,623,1111,681,1120,692,990,709,1119,708,1117,707,1114,630,983,622,1115,461,981,543,954,551,971,546,953,691,972,707,831,798,964,796,842,298,1257
3,10,210,951,1231,954,1228,951,1231,267,975,187,812,189,943,151,1112,173,972,196,1082,142,982,227,1127,393,946,609,966,866,802
12,70,210,950,820,960,833,965,837,969,830
14,110,210,347,972,375,948,451,926,526,840
