Track ID,Entry time,Exit Time,Movement Tracks
15,6,114,62,401,61,399,59,383
17,6,156,436,400,436,405,425,403,431,390,442,389,444,383,436,376,432,378
57,48,192,876,257,876,304,971,388,949,426
153,156,264,684,379,685,381,683,356
144,144,282,257,421,260,403,241,414,236,391,228,388,219,383
169,180,288,379,404,390,400,391,378
34,30,294,658,383,640,381,649,387,637,384,646,380,640,385,648,382,640,403,641,390,633,385,650,388,677,389,647,383,656,381,681,384,656,386,649,383,648,389,645,384,599,368
11,6,300,525,388,517,391,513,404,486,401,517,409,556,416,594,411,597,411,645,388,648,383,671,409,688,386,696,448,745,432,841,414,856,386,846,382
3,6,303,17,390,19,389,21,384,22,392,17,387,20,384,17,406,30,411,58,401,107,408,90,412,100,389,87,392,96,399,129,402,118,401,144,394,146,401,140,393,146,394,132,404,151,386,155,391
8,6,303,354,390,347,400,328,415,361,415,360,457,310,387,320,388,316,389,277,388,265,381,188,394,196,399,197,398,198,393,180,405,176,390,182,389,175,386,181,383,175,393,173,412
10,6,303,479,390,475,402,469,400,482,394,477,388,471,379,480,380,482,377,485,388,474,379,468,387,488,380,508,377,508,381,523,370,572,381,679,381,678,385,683,384,675,385,686,378,691,378
12,6,303,587,381,606,387,610,400,631,415,691,406,690,406,678,401,712,384,711,401,727,383,760,403,758,379,758,377,779,382,778,380,772,379,775,392,809,380,835,380,848,387,842,381,861,383,867,383,862,377,888,378,880,379,878,380,878,380
13,6,303,943,383,959,379,945,392,899,414,886,380,907,387,876,379,877,378,901,382,893,380,903,392,918,404,893,386,880,378,899,387,894,381,893,379,947,380,952,385,952,384,1003,379,1019,384,1018,388,1044,402,1060,386
16,6,303,237,399,237,400,234,388,264,388,251,402,299,400,308,388,304,389,322,390,308,386,339,391,310,386,303,386,310,387,299,382,308,384,307,384,317,389,315,399,316,401,347,390,356,380
18,6,303,883,400,891,401,854,405,847,401,843,384,846,383,851,385,848,382,853,382,842,382,847,385,850,381,848,385,840,383,841,381,837,382,836,388,810,391,807,411,792,389,821,383,729,387,758,400,733,384,755,378,763,392,726,392,740,378,759,379
19,6,303,1049,414,1053,400,1023,436,1053,426,965,398,964,411,935,401,905,390,888,406,812,414,798,407,809,384,808,381,809,381,799,378,804,385,799,378,812,403,807,388,802,379
24,12,303,557,390,568,392,575,388,553,402,574,433,527,404,481,386,469,386,437,382,441,386,439,377,432,384,430,380,433,391,437,399,439,379,444,393,431,377,434,382,430,379,434,381,440,382,433,392,437,384,442,389,451,388
45,36,303,349,384,337,400,350,385,337,381,348,379,360,392,380,400,385,390,392,402,383,403,384,402,440,385,443,410,470,403,476,400,473,402,474,399,471,400,461,412,469,399,474,401,475,400,480,401,460,393,484,417
55,42,303,154,388,172,385,179,393,189,390,176,390,225,385,221,384,227,385,246,387,240,383,232,389,242,392,263,383,272,383,269,409,323,414,364,404,380,430,336,416,349,402,313,416,311,410
58,48,303,236,385,235,386,219,383,233,390,186,386,152,380,93,385,52,387,24,390
63,54,303,141,391,150,387,136,385,143,392,176,399,171,406,180,400,180,407,172,414,138,403,139,394,139,398,155,387,133,384,141,384,131,385,116,381,114,390,100,383
71,60,303,593,375,601,380,611,388,603,385,606,386,609,383,614,383,608,400,597,390,616,430,608,388,614,384,615,390,632,388,601,386,585,387,588,377,557,390
72,60,303,763,379,761,379,758,383,731,377,724,383,733,381,728,382,730,380,735,377,719,379,737,382,645,386,613,384,631,390,642,387,657,387
73,60,303,804,381,804,382,806,382,813,380,800,389,818,381,820,379,819,378,800,384,803,383,865,379,895,380,896,381,879,381,894,382,902,386,945,383,943,379,942,368,933,371
74,66,303,1002,381,1019,404,1019,397,1049,435,1012,408,966,394,959,399,958,397,925,414,932,404,887,409,880,399,805,406,782,405,754,423
96,84,303,1002,382,1000,381,1006,379,1006,378,1059,380,1052,382,1048,387,1047,382,1029,384,1013,403,1056,387,1049,408,1022,389,1053,408,1064,382,1055,388,1051,432,1018,440,1053,428
100,90,303,263,385,264,387,275,385,308,388,356,433,354,438,398,433,447,413,470,413,504,433,528,411,553,434,645,407,626,432,637,440,631,430
101,90,303,559,377,560,382,560,384,555,376,562,389,554,386,554,386,553,399,550,399,548,406,514,409,553,408,554,403,527,404,534,391,553,404,553,402,574,386,561,379
126,120,303,182,390,190,386,197,394,195,391,214,403,216,389,273,391,261,407,274,392,276,390,356,385,352,387,388,384,407,380,395,387,432,380,442,380
135,126,303,27,394,23,399,23,403,19,425,19,389,20,414,22,408,29,391,54,389,23,382,27,400,24,403,30,407,20,406,21,399,19,401,35,394
145,150,303,945,351,962,345,954,345,968,355,966,354,987,385,977,382,977,393,1025,338
170,180,303,621,389,638,351,678,350,736,356,723,351,722,389,713,391,727,358,641,396,466,400,326,431,152,412
174,186,303,1003,372,1002,380,1008,391,1002,380,970,381,952,385,938,381,946,381,947,402
175,186,303,345,400,353,381,342,383,309,385,306,385,219,385,215,387
178,204,303,234,386,232,391,227,389,232,385,232,392,225,389,229,400,257,391,260,387,259,394,256,387
190,222,303,386,388,388,385,387,379
192,228,303,72,386,68,389,75,389,77,390,93,394,95,400,85,388,73,391
194,234,303,689,408,683,381,681,403,669,424,625,405,624,431,593,391,576,413
217,264,303,521,394,528,411,523,413,528,399,513,400
223,270,303,978,403,967,431,948,405,934,393,880,392
