Track ID,Entry time,Exit Time,Movement Tracks
4,4,112,725,382,736,384,742,381,757,387,780,411,800,413,834,412,857,413,901,409,958,394,1006,392,1034,406
1,4,144,420,358,412,362,406,366,398,367,388,366,382,368,370,381,363,382,354,386,341,388,323,405,300,405,281,401,260,410,225,406,194,399,154,397,107,390,66,363,55,347
2,4,148,495,357,493,357,491,361,488,363,484,361,484,365,477,368,466,378,459,377,454,384,448,401,438,395,429,389,420,394,392,390,374,380,338,353,313,349,266,298,199,255,140,306
5,16,152,712,365,723,360,733,366,753,364,762,369,776,381,778,383,782,386,795,386,811,403,834,408,843,409,869,409,887,405,919,395,959,391,984,380,1006,365,1038,362
3,4,160,643,362,650,364,650,367,657,367,659,368,668,368,668,380,672,383,675,382,678,387,687,390,693,389,711,402,720,410,727,413,728,412,753,406,757,397,787,396,812,387,853,379,884,360,932,359,954,347
7,84,180,349,413,337,414,317,410,293,412,262,411,208,400,156,390,117,368,74,388
8,88,192,447,323,447,324,446,324,444,323,444,329,445,324,442,329,443,325,441,324,441,324,437,329,438,329,438,329,436,330,434,330,434,332,437,330,438,330,435,330,432,330,431,330,431,331,432,333,432,331,432,332,432,334,428,335
